CVEGEO,POBTOT,POBFEM,P_15A49_F,AB,C_MAS,C,C_MENOS,D_MAS,D,E,NSE,NSE_2,VIVIENDAS
2031600010042,58,28,14,0,0,0,0,4,10,4,D,D,19
2031600010057,25,15,9,0,0,0,0,0,0,4,E,E,6
2031600010061,24,13,9,0,0,0,0,0,4,3,D,D,7
2031600010080,20,10,5,0,0,0,0,0,5,10,E,E,15
2031700010020,187,101,53,0,0,3,9,15,28,31,E,E,88
2031700010035,34,21,9,0,0,0,0,3,8,8,E,D,19
2031800010278,"1,629",889,442,4,21,39,58,72,202,106,D,D,502
2031800010475,"1,877",958,519,6,19,35,51,63,230,117,D,D,521
2031800010545,66,36,19,0,0,0,6,0,8,3,D,D,19
2031800020174,"2,910","1,522",749,4,27,58,71,116,375,163,D,D,814
2031800020189,"2,055","1,033",552,6,23,38,57,88,258,124,D,D,594
2031800020210,481,256,135,0,0,5,11,24,72,33,D,D,146
2031800020225,944,487,249,0,6,6,16,23,138,57,D,D,247
2031800020564,60,27,18,0,0,0,4,0,12,3,D,D,21
2031800090102,374,188,88,39,40,41,29,18,11,5,C,C,183
2031800090117,"1,045",554,278,28,47,54,68,59,79,9,D,D,344
2031800090244,"1,486",775,420,8,19,27,53,80,176,65,D,D,428
2031800090259,"1,689",860,520,3,21,35,69,83,175,57,D,D,443
2031800090263,"1,202",650,363,6,15,34,46,77,117,22,D,D,317
2031800090297,554,307,160,5,23,25,27,29,50,14,D,D,173
2031800090314,616,324,162,9,20,28,20,36,60,11,D,D,184
2031800090329,312,164,91,7,9,16,21,11,25,0,D,D,91
2031800090333,"1,517",776,447,15,45,49,66,73,142,45,D,D,435
2031800090348,"1,659",880,464,8,39,42,52,84,158,47,D,D,430
2031800090367,"2,593","1,361",809,59,118,130,132,150,184,33,D,D,806
2031800090371,"1,604",829,480,41,110,95,80,74,118,13,D,D,531
2031800090386,"1,344",707,391,51,84,73,78,73,68,9,C+,C_MAS,436
2031800090390,118,61,34,0,0,3,3,4,14,5,D,D,31
2031800090418,"1,973","1,015",593,7,25,59,80,103,200,75,D,D,549
2031800090422,"1,279",673,377,0,9,15,32,50,156,75,D,D,338
2031800090437,"2,501","1,301",719,8,32,45,76,82,311,94,D,D,648
2031800090441,321,173,111,0,0,6,5,20,54,21,D,D,109
2031800090456,437,223,126,0,0,4,12,16,60,19,D,D,112
2031800090460,"1,002",513,315,23,58,60,63,49,50,0,C-,C_MENOS,304
2031800090494,21,9,6,0,3,0,0,4,3,0,D+,D_MAS,15
2031800090507,"1,090",552,313,7,14,15,33,42,161,72,D,D,344
2031800090511,"1,292",667,393,5,22,38,36,60,154,35,D,D,350
2031800090526,549,294,159,0,12,25,14,25,62,23,D,D,163
2031800090530,99,58,37,0,0,0,5,6,16,5,D,D,35
2032000010026,67,37,17,0,0,0,3,4,11,6,D,D,25
2032000010030,197,98,51,0,0,0,3,6,26,30,E,E,67
2032000010045,69,33,13,0,0,0,0,0,14,10,D,D,29
2032100010023,251,139,51,0,0,0,13,16,36,31,D,D,99
2032200010020,688,384,163,0,0,3,4,6,77,146,E,E,238
2032300010032,535,258,120,0,0,0,3,0,49,89,E,E,143
2032300010047,650,344,176,0,0,7,9,12,61,48,D,D,138
2032400010133,"2,482","1,302",660,5,26,49,82,96,288,126,D,D,672
2032400010152,"5,179","2,752","1,432",34,83,124,213,231,544,164,D,D,1393
2032400010167,"1,913","1,014",538,25,54,91,90,106,159,36,D,D,561
2032400010171,"3,153","1,656",844,19,36,79,110,131,370,111,D,D,856
2032400010186,"1,157",583,322,21,37,52,49,53,69,12,D,D,293
2032400250203,"1,584",782,425,19,29,44,77,93,121,70,D,D,453
2032400250218,"1,370",717,361,11,26,35,60,60,146,62,D,D,400
2032500010060,"3,750","1,966",966,0,0,0,16,35,298,626,E,E,977
2032500010164,93,41,19,0,0,0,0,0,13,10,D,D,25
2032500010179,30,16,9,0,0,0,0,0,3,0,D,D,4
2032500390126,"1,351",690,389,0,0,0,10,20,176,161,D,D,368
2032500390130,642,322,180,0,0,0,12,15,75,92,E,E,197
2032500390145,"1,327",685,379,0,0,8,15,35,183,130,D,D,372
2032500390183,74,35,27,0,0,0,0,3,13,11,D,D,27
2032600010034,"1,869",989,456,0,3,14,33,47,224,157,D,D,478
2032700010135,"1,225",622,277,0,12,7,19,34,173,119,D,D,365
2032700010154,827,444,209,8,23,25,38,40,99,57,D,D,290
2032700010169,"1,448",757,350,13,22,46,45,63,153,92,D,D,434
2032700010205,646,332,178,0,0,6,8,33,91,52,D,D,193
2032700010281,812,419,175,9,9,27,26,32,107,37,D,D,247
2032700010296,"1,073",552,261,0,0,10,19,42,142,100,D,D,316
2032700010309,651,346,175,4,5,14,21,29,90,42,D,D,205
2032700010313,983,501,243,0,9,12,24,30,127,70,D,D,273
2032700010328,22,9,6,0,0,0,3,0,0,0,C-,C_MENOS,9
2032700010332,74,36,16,0,0,0,3,0,10,6,D,D,22
2032700010347,42,22,11,0,0,0,0,0,7,0,D,D,9
2032800010039,671,369,196,0,0,0,5,10,55,94,E,E,165
2032800010043,680,335,186,0,0,0,0,6,89,83,D,D,181
2032800010062,23,13,6,0,0,0,0,0,0,3,E,E,5
2032900010036,357,182,86,0,0,0,7,10,60,53,D,D,133
2033000010037,889,450,212,3,6,14,25,35,99,115,E,E,297
2033100010034,383,201,83,0,4,0,5,13,80,77,D,D,180
2033100010049,244,136,56,0,0,4,5,5,45,65,E,E,125
2033200010027,77,43,16,0,0,0,3,9,19,11,D,D,44
2033200010031,39,23,10,0,0,0,0,0,14,3,D,D,19
2033300010058,"1,108",565,269,0,7,24,29,34,161,105,D,D,362
2033300010062,497,268,125,0,4,12,18,28,68,43,D,D,174
2033400010182,668,341,160,0,0,6,13,17,90,91,E,E,219
2033400010233,620,316,137,3,0,7,15,21,104,76,D,D,228
2033400010322,527,277,127,0,0,0,7,12,59,75,E,E,157
2033400240464,"1,058",538,266,0,4,7,18,25,127,128,E,E,309
2033400240479,625,314,141,0,6,9,15,25,74,88,E,E,219
2033400240587,64,36,16,0,0,0,0,0,5,10,E,E,17
2033400340248,"2,214","1,172",588,13,34,46,85,92,235,200,D,D,705
2033400340271,"1,484",790,404,0,5,18,38,51,162,130,D,D,406
2033400340286,"1,141",600,308,4,3,11,20,26,151,137,D,D,352
2033400340290,599,318,167,3,8,19,19,23,67,39,D,D,178
2033400340303,139,74,36,0,0,5,3,0,21,15,D,D,46
2033400340394,"2,439","1,294",650,13,28,53,69,75,282,202,D,D,722
2033400340430,100,54,26,0,0,3,0,0,8,17,E,E,31
2033400340483,"1,339",701,379,0,5,13,31,47,192,99,D,D,387
2033400340498,744,372,200,0,5,9,8,16,86,81,D,D,206
2033400340500,415,216,116,0,0,3,0,3,54,57,E,E,121
2033400340515,64,32,17,0,0,0,0,0,12,4,D,D,20
2033400340534,42,27,15,0,0,0,0,0,4,5,E,E,11
2033400340549,"1,505",818,433,6,25,25,42,42,166,145,D,D,451
2033400340553,"1,156",606,312,7,26,34,35,58,118,61,D,D,339
2033400340591,109,60,30,0,0,0,0,5,12,9,D,D,29
2033400340619,41,26,12,0,0,3,3,4,4,0,D,D_MAS,16
2033400340623,13,7,5,0,0,0,0,0,0,0,C-,AB,3
2033400380407,"1,951","1,031",522,3,14,19,47,71,229,181,D,D,564
2033400380411,"2,295","1,208",592,4,15,33,51,73,266,238,D,D,680
2033400380604,35,16,10,0,0,3,3,5,9,10,E,E,32
2033400380638,61,29,16,0,0,0,0,3,6,6,E,D,15
2033400380642,28,14,8,0,0,0,0,0,3,4,E,E,9
2033400380657,276,139,76,0,0,0,0,0,26,42,E,E,70
2033400380661,131,63,33,0,0,0,0,7,14,20,E,E,42
2033400380676,73,38,24,0,0,0,0,0,10,14,E,E,26
2033400440106,"2,584","1,313",683,8,28,47,85,103,311,176,D,D,758
2033500010029,375,185,99,0,0,0,0,0,52,80,E,E,134
2033600010030,628,322,127,0,6,11,18,30,106,44,D,D,216
2033700010042,736,399,187,0,17,18,23,40,98,49,D,D,247
2033700010057,"1,175",675,310,4,6,14,28,45,144,131,D,D,372
2033700010061,47,28,9,0,0,0,0,0,7,5,D,D,13
2033700010076,20,15,6,0,0,0,0,0,3,0,D,D,6
2033700010080,9,5,4,0,0,0,0,0,0,0,E,AB,3
2033700010095,20,10,5,0,0,0,0,0,0,3,E,E,4
2033700010108,18,10,6,0,0,0,0,0,5,3,D,D,10
2033800010054,"3,343","1,780",942,30,55,85,102,152,293,115,D,D,832
2033800010069,314,178,85,4,13,12,10,13,23,15,D,D,90
2033800010073,"1,665",899,442,47,60,62,73,60,108,25,D,D,435
2033800010088,"2,154",991,510,48,79,75,87,61,133,43,D,D,526
2033800010092,259,138,64,0,0,12,9,11,20,7,D,D,62
2033800010105,57,31,16,0,0,3,0,0,3,3,E,C,14
2033900010032,839,460,230,17,30,30,39,25,68,29,D,D,238
2033900010051,619,325,176,7,23,25,21,27,61,24,D,D,188
2033900010066,92,42,24,3,0,3,6,5,5,0,C-,C_MENOS,24
2033900010070,19,11,6,0,0,0,0,0,0,0,E,AB,5
2033900010085,180,90,52,0,3,4,6,7,33,7,D,D,61
2033900010102,48,30,11,0,0,0,3,5,0,0,D+,D_MAS,14
2033900010121,20,11,6,0,0,0,0,0,0,0,C,AB,5
2034000010067,216,120,55,0,0,3,4,15,58,54,D,D,134
2034100010026,108,60,32,0,3,0,6,0,27,21,D,D,60
2034100010045,40,21,13,0,0,0,0,0,7,0,D,D,10
2034200010023,"2,499","1,346",717,19,50,62,77,106,268,105,D,D,687
2034300010020,"1,490",785,368,0,14,24,28,50,200,107,D,D,425
2034400010047,"1,124",591,272,0,0,5,9,19,140,223,E,E,396
2034500010044,179,94,44,0,0,0,3,0,15,48,E,E,69
2034500010059,485,258,122,0,8,10,8,21,59,58,D,D,165
2034500010063,340,171,93,0,3,5,7,12,39,51,E,E,118
2034500010078,33,16,9,0,0,0,0,0,8,8,E,D,20
2034500010082,35,18,6,0,0,0,0,0,0,5,E,E,9
2034600010037,622,343,148,0,0,0,7,12,100,113,E,E,233
2034600010041,543,291,141,0,0,3,5,22,88,89,E,E,208
2034700010034,"1,086",578,301,0,0,8,20,33,129,85,D,D,277
2034800010065,344,181,87,0,0,5,9,11,52,29,D,D,106
2034800010099,863,477,233,5,10,22,22,41,104,62,D,D,266
2034800010101,"1,126",588,307,7,19,27,34,37,154,68,D,D,346
2034800010116,59,33,16,0,0,0,0,0,11,3,D,D,23
2034800010120,101,61,27,0,0,0,0,4,12,12,E,D,29
2034900010024,"1,727",922,421,6,14,19,39,68,222,152,D,D,520
2034900010039,32,20,11,0,0,0,0,0,5,0,D,D,12
2035000010025,"5,746","3,085","1,632",243,302,227,185,188,326,88,D,D,1559
2035000020059,"2,657","1,485",723,148,222,152,127,101,49,5,C+,C_MAS,804
2035000020063,"2,137","1,169",595,131,191,113,127,64,33,0,C+,C_MAS,661
2035000020082,"2,240","1,210",682,71,160,163,162,130,77,4,C,C,767
2035000020097,"2,512","1,376",813,56,134,197,165,129,100,3,C,C,784
2035000020129,251,134,81,6,6,5,8,9,19,7,D,D,60
2035100010037,359,194,84,0,0,0,3,7,69,83,E,E,164
2035100010041,825,442,188,0,3,0,13,19,93,142,E,E,271
2035100010056,13,7,3,0,0,0,0,0,0,3,E,E,5
2035300010027,"2,238","1,132",578,0,8,26,41,69,240,207,D,D,591
2035300010031,78,40,20,0,0,0,0,4,9,5,D,D,20
2035400010024,260,136,60,0,0,0,4,7,28,64,E,E,104
2035500010021,446,223,103,0,0,3,0,6,53,103,E,E,167
2035600010029,"1,126",580,279,0,8,10,18,41,142,114,D,D,334
2035600010033,757,379,161,0,0,10,22,17,118,66,D,D,236
2035600010048,10,5,3,0,0,0,0,0,0,0,E,AB,3
2035600010067,9,5,3,0,0,0,0,0,7,6,D,D,16
2035700010026,297,157,68,0,0,0,0,4,32,88,E,E,128
2035700010030,63,28,14,0,0,0,0,0,6,10,E,E,18
2035700010045,152,82,34,0,0,0,0,0,15,39,E,E,58
2035800010023,895,491,199,0,6,3,6,32,109,133,E,E,291
2035800010038,133,79,41,0,0,0,0,4,17,9,D,D,34
2035900010035,172,98,37,0,0,0,0,5,32,60,E,E,100
2036000010036,"1,153",628,321,0,0,8,17,26,133,165,E,E,350
2036000010055,747,392,172,0,0,4,11,15,80,119,E,E,230
2036000010074,30,15,10,0,0,0,0,0,7,0,D,D,8
2036000010089,13,6,4,0,0,0,0,0,0,4,E,E,7
2036000010093,10,6,4,0,0,0,0,0,3,3,E,D,8
2036000010106,22,10,4,0,0,0,0,0,4,0,D,D,6
2036000010163,11,4,3,0,0,0,0,0,0,3,E,E,5
2036000010178,13,6,3,0,0,0,0,0,3,0,D,D,4
2036100010033,724,399,195,0,0,0,0,0,62,186,E,E,251
2036200010045,767,415,182,5,16,15,16,32,79,62,D,D,225
2036300010042,122,65,32,0,0,0,4,7,28,31,E,E,72
2036300010061,158,86,48,0,0,4,0,7,38,26,D,D,77
2036300010076,149,77,41,0,0,3,5,9,30,18,D,D,66
2036400010143,"3,531","1,866",999,29,60,83,103,127,354,100,D,D,856
2036400010158,"3,732","1,955","1,058",7,43,74,91,132,398,168,D,D,913
2036400010162,743,382,213,0,0,9,16,34,85,38,D,D,185
2036500010047,10,5,4,0,0,0,0,6,13,10,D,D,32
2036500010051,16,11,4,0,0,0,0,3,15,12,D,D,34
2036600010044,"2,521","1,370",572,0,0,7,13,27,221,357,E,E,626
2036600010063,375,197,83,0,0,0,0,4,16,59,E,E,79
2036700010037,"1,672",869,452,0,0,5,7,11,171,252,E,E,449
2036700010041,"2,670","1,352",685,0,4,10,18,46,300,263,D,D,643
2036700010060,40,16,7,0,0,0,0,0,10,3,D,D,13
2036800010049,472,240,124,0,0,3,11,12,61,40,D,D,129
2036800010053,385,192,103,0,4,6,20,16,52,35,D,D,133
2036800010068,464,248,121,0,0,6,13,16,51,45,D,D,133
2036800010072,400,187,96,0,4,6,11,21,44,39,D,D,127
2036900010027,"2,095","1,070",539,9,21,46,63,87,253,164,D,D,643
2037000010028,271,148,71,4,5,4,10,13,33,19,D,D,88
2037100010025,187,113,47,0,0,4,4,10,56,47,D,D,123
2037100010044,6,3,0,0,0,0,0,0,7,4,D,D,12
2037200010022,167,106,40,0,0,7,0,12,35,68,E,E,124
2037300010034,119,65,34,0,0,0,0,3,43,41,D,D,88
2037400010027,779,429,191,0,0,4,4,5,70,148,E,E,233
2037500010024,"2,933","1,558",930,73,115,112,104,129,205,57,D,D,795
2037500010043,"1,709",910,446,52,114,117,74,61,64,7,C,C,489
2037500010058,"2,121","1,155",588,77,113,117,108,76,91,15,C,C,597
2037500010062,"2,344","1,224",755,18,37,55,79,105,241,103,D,D,638
2037500010077,391,194,117,0,6,7,14,15,49,26,D,D,118
2037500010081,"2,077","1,115",673,20,30,57,63,80,199,68,D,D,517
2037500010096,"1,430",750,439,10,15,45,52,54,147,46,D,D,369
2037500010109,135,76,43,0,3,6,11,6,7,0,C-,C_MENOS,35
2037600010021,225,125,60,0,0,3,7,9,29,18,D,D,66
2037600010040,54,27,12,0,0,0,0,0,6,9,E,E,18
2037700010090,454,260,129,0,0,5,12,20,54,39,D,D,133
2037700010103,317,167,80,0,0,5,0,13,35,44,E,E,98
2037700010118,92,49,20,0,0,0,3,0,14,0,D,D,22
2037800010026,"1,361",710,349,0,8,10,31,32,169,102,D,D,353
2037900010023,292,174,80,0,0,3,5,7,28,49,E,E,95
2038000010024,"1,769",920,450,0,9,23,45,56,229,166,D,D,528
2038000010039,223,115,52,0,0,0,6,4,36,23,D,D,70
2038000010043,155,69,42,0,0,0,3,7,19,17,D,D,46
2038100010036,943,497,211,0,0,4,8,30,127,104,D,D,276
2038100010040,782,415,191,4,4,9,12,23,101,58,D,D,211
2038100010055,461,244,112,0,0,5,5,18,63,40,D,D,134
2038100010089,21,8,3,0,0,0,0,0,3,5,E,E,8
2038100010093,14,8,5,0,0,0,0,0,0,3,E,E,5
2038200010029,374,209,100,0,0,0,8,9,48,43,D,D,110
2038200010033,150,86,37,0,0,0,0,6,23,45,E,E,77
2038300010026,87,44,24,0,0,0,0,3,21,10,D,D,37
2038400010042,"1,760",929,464,0,0,9,15,36,182,149,D,D,395
2038400010057,"2,160","1,112",529,0,6,6,29,37,237,176,D,D,492
2038500010035,"2,574","1,382",665,70,107,101,107,109,157,47,D,D,698
2038500010088,"2,249","1,200",680,52,67,70,98,113,185,66,D,D,651
2038500010124,"4,798","2,588","1,456",234,319,260,182,150,197,44,C+,C_MAS,1386
2038500010139,"3,163","1,643",884,44,89,92,121,111,230,92,D,D,779
2038500010143,"2,447","1,338",722,34,43,66,96,111,187,68,D,D,605
2038500010158,"3,801","2,030","1,126",71,121,127,159,153,220,81,D,D,932
2038500010162,"1,007",531,293,13,25,41,29,53,78,19,D,D,258
2038500010177,"1,161",594,330,7,28,37,42,43,91,41,D,D,289
2038500010181,"2,561","1,386",755,72,103,90,124,99,155,49,D,D,692
2038500010196,"2,464","1,332",702,60,96,86,100,109,166,35,D,D,652
2038500010209,"1,051",575,284,20,50,43,52,44,64,20,D,D,293
2038500010213,"1,507",833,449,63,64,68,68,54,98,20,D,D,435
2038500010228,"1,293",722,384,55,81,68,65,42,62,19,C+,C_MAS,392
2038500010232,"3,649","1,931","1,026",64,90,129,120,132,294,91,D,D,920
2038500010247,"3,201","1,732",958,94,113,133,119,106,190,55,D,D,810
2038500010251,"3,335","1,804","1,056",109,161,157,136,141,173,47,D,D,924
2038500010266,"2,089","1,110",637,34,72,92,96,92,147,38,D,D,571
2038500010270,"3,852","2,047","1,155",72,149,98,192,124,289,99,D,D,1023
2038500010285,"4,726","2,452","1,413",104,145,173,172,189,358,146,D,D,1287
2038500010302,343,172,100,0,4,5,15,14,34,11,D,D,84
2038500010317,"3,029","1,596",993,186,303,237,145,116,76,4,C+,C_MAS,1067
2038500010321,702,364,217,9,14,9,23,26,62,25,D,D,168
2038500010336,"1,726",893,514,7,22,31,72,67,136,66,D,D,401
2038500010340,"1,453",744,401,6,9,28,44,55,134,56,D,D,332
2038500010355,"1,196",634,359,9,11,22,29,46,122,37,D,D,276
2038500010374,894,472,282,6,11,17,28,41,97,43,D,D,243
2038500010389,"1,466",788,455,6,23,25,37,57,148,70,D,D,366
2038500010393,"1,907",980,576,23,33,45,52,94,176,73,D,D,496
2038500010406,"2,253","1,171",705,17,35,57,84,88,205,86,D,D,572
2038500010410,"1,961","1,046",608,17,31,39,81,83,166,68,D,D,485
2038500010459,42,23,14,0,0,0,0,0,6,0,D,D,10
2038500010463,"1,789",976,648,62,148,153,114,75,52,0,C,C,606
2038500010478,214,119,69,5,0,3,12,11,20,9,D,D,62
2038500010482,"1,270",664,420,77,135,79,58,36,26,3,C+,C_MAS,414
2038500010497,732,391,253,57,96,48,27,10,11,3,C+,C_MAS,252
2038500010514,282,138,84,0,0,0,6,15,37,17,D,D,79
2038500010529,123,59,34,0,4,5,4,3,24,8,D,D,49
2038500010533,"2,327","1,272",803,32,99,164,150,179,135,6,D+,D_MAS,765
2038500010548,538,280,161,4,8,12,9,28,75,27,D,D,163
2038500010552,104,53,31,0,0,3,6,5,9,0,D,D,28
2038500010567,135,69,46,0,0,0,7,10,23,4,D,D,47
2038500010571,24,11,6,0,0,0,0,0,10,0,D,D,14
2038500010586,52,26,18,0,6,5,0,0,0,0,C+,C_MAS,16
2038500010590,137,72,42,0,0,0,0,0,19,11,D,D,35
2038500010603,43,27,16,0,0,0,0,0,6,6,E,D,15
2038500010618,47,24,16,0,0,0,0,0,7,4,D,D,12
2038500010622,474,255,157,21,31,40,25,12,16,0,C,C,145
2038500010637,24,10,8,0,0,0,0,3,4,0,D,D,7
2038500010641,201,114,69,0,0,3,0,10,21,17,D,D,53
2038500010656,"1,973","1,079",569,60,85,90,87,76,113,30,D,D,541
2038500010660,652,352,190,29,35,38,31,23,33,6,C,C,195
2038500090675,"2,651","1,433",773,51,106,120,154,117,134,33,C-,C_MENOS,715
2038500700016,"2,603","1,425",961,45,157,283,222,159,66,0,C,C,934
2038600010070,649,319,177,0,8,12,14,22,69,64,D,D,190
2038700010044,"1,330",703,349,4,11,19,19,45,162,146,D,D,406
2038700010059,42,21,16,0,0,0,0,0,6,0,D,D,14
2038800010022,645,331,173,0,0,0,6,8,68,63,D,D,145
2039000010054,"2,471","1,324",715,93,140,121,139,116,106,17,C+,C_MAS,732
2039000010073,"1,832",982,483,76,113,93,81,78,86,16,C+,C_MAS,543
2039000010088,"4,606","1,951","1,097",118,157,193,218,170,104,22,C-,C_MENOS,982
2039000010092,"1,619",883,483,56,72,74,79,89,98,14,D,D,482
2039000010105,"2,237","1,191",589,67,68,99,101,119,156,40,D,D,650
2039000010124,"2,524","1,339",723,66,104,107,118,110,168,47,D,D,720
2039000010143,"5,147","2,700","1,524",184,231,196,189,198,371,116,D,D,1485
2039000010158,"3,062","1,614",911,91,124,130,116,126,210,88,D,D,885
2039000010177,"2,098","1,145",600,39,84,52,104,78,140,43,D,D,540
2039000010181,"2,330","1,257",693,29,61,68,70,107,212,105,D,D,652
2039000010196,"3,365","1,776",969,100,148,170,142,123,167,74,C,C,924
2039000010228,"2,471","1,285",725,29,71,97,106,118,225,72,D,D,718
2039000010232,"2,801","1,463",821,55,92,103,95,121,220,62,D,D,748
2039000010247,"2,097","1,083",699,77,104,96,141,147,120,16,D+,D_MAS,701
2039000010251,"2,193","1,147",683,72,119,118,127,105,119,30,C-,C_MENOS,690
2039000010266,50,20,12,0,0,0,0,0,7,0,D,D,13
2039000030209,"2,176","1,137",613,140,156,92,57,49,100,49,C+,C_MAS,643
2039000030213,"2,251","1,218",661,124,143,97,104,66,80,24,C+,C_MAS,638
2039100010028,"1,698",884,439,0,0,0,0,9,79,354,E,E,444
2039200010044,123,69,40,0,0,0,3,5,15,14,D,D,40
2039200010059,153,85,58,0,0,0,4,0,12,10,D,D,29
2039200010063,76,43,20,0,0,0,0,3,6,13,E,E,23
2039300010022,"4,083","2,158","1,159",0,9,23,62,109,460,332,D,D,997
2039400010049,933,478,234,0,0,6,17,23,133,124,D,D,305
2039500010027,318,174,65,0,0,0,5,7,51,79,E,E,143
2039600010024,"1,390",804,348,0,0,0,4,14,92,344,E,E,457
2039600010039,25,12,6,0,0,0,0,0,3,3,E,D,6
2039600010043,11,7,3,0,0,0,0,0,0,0,E,AB,4
2039700010106,"1,744",961,505,52,58,80,78,79,140,24,D,D,511
2039700010110,"2,626","1,441",750,48,95,89,110,101,193,46,D,D,682
2039700010125,"2,903","1,599",868,63,95,108,134,126,213,32,D,D,771
2039700010144,912,481,265,4,11,14,19,42,100,36,D,D,226
2039700010159,"2,314","1,247",672,18,37,62,83,95,246,74,D,D,615
2039700010163,697,378,216,9,18,15,25,22,71,18,D,D,178
2039700010178,930,498,273,19,10,22,25,34,108,32,D,D,250
2039700010182,"1,148",639,323,19,21,36,51,51,90,30,D,D,298
2039700010197,"1,469",778,442,28,39,59,58,52,128,35,D,D,399
2039700010229,142,74,46,0,4,5,9,8,9,4,D,C_MENOS,39
2039800010048,"2,916","1,523",700,8,13,28,63,99,317,282,D,D,810
2039800010052,"1,022",517,250,0,5,8,17,39,140,100,D,D,309
2039900010045,"2,668","1,410",780,28,40,72,98,107,244,62,D,D,651
2039900010064,"2,983","1,548",898,63,112,109,129,141,227,60,D,D,841
2039900010083,"2,236","1,167",665,28,49,87,80,86,197,71,D,D,598
2039900010098,"1,639",865,462,22,27,45,48,56,131,58,D,D,387
2039900010100,"3,617","1,860","1,052",88,125,101,128,153,263,69,D,D,927
2039900010115,"1,626",832,477,17,30,57,58,56,127,51,D,D,396
2039900010134,"1,373",718,437,27,54,73,50,59,106,36,D,D,405
2039900010149,"2,483","1,312",738,30,43,71,95,81,199,72,D,D,591
2039900010153,"1,181",631,340,22,32,43,34,48,98,28,D,D,305
2039900010168,"1,637",862,473,10,29,26,48,58,181,61,D,D,413
2039900010172,"1,415",761,450,19,27,42,61,58,121,39,D,D,367
2039900010187,"1,608",837,503,51,64,56,74,64,113,34,D,D,456
2039900010191,299,171,95,0,5,6,11,9,36,10,D,D,78
2039900010204,243,135,80,3,30,18,14,12,4,0,C+,C_MAS,83
2039900010219,595,305,199,5,39,30,26,23,38,18,C+,C_MAS,179
2040000010033,901,466,204,0,5,6,14,33,133,99,D,D,291
2040000010048,598,315,132,0,0,5,9,14,92,71,D,D,192
2040000010067,11,7,4,0,0,0,0,0,4,3,D,D,9
2040100010064,521,262,135,0,4,9,15,16,61,35,D,D,140
2040100010079,96,45,25,0,4,0,3,0,13,5,D,D,27
2040100010083,868,452,232,4,7,19,29,30,108,46,D,D,243
2040100500238,"1,421",741,396,19,35,45,46,60,133,41,D,D,379
2040100500276,161,88,51,0,0,8,8,8,19,7,D,D,53
2040100500280,"1,565",803,449,7,20,29,46,71,171,56,D,D,400
2040100500295,354,182,102,8,18,19,26,22,38,15,D,D,146
2040100500308,476,253,128,5,18,13,25,24,51,15,D,D,151
2040100500312,694,364,207,11,9,26,24,28,75,32,D,D,205
2040100500327,361,177,101,6,20,10,36,24,38,14,D,D,148
2040100500331,"1,184",621,342,12,21,27,39,48,143,48,D,D,338
2040100500346,"1,210",626,337,4,19,22,29,50,143,52,D,D,319
2040100500350,"1,193",625,349,3,8,14,22,53,155,50,D,D,305
2040100500365,"1,307",660,375,7,43,23,50,60,129,45,D,D,357
2040100500399,28,15,7,0,0,0,0,5,4,0,D+,D_MAS,17
2040200010038,524,264,110,0,0,10,8,17,68,93,E,E,197
2040200010042,285,152,70,0,0,0,4,5,24,43,E,E,77
2040200010057,75,38,21,0,0,0,0,0,11,10,D,D,23
2040200010061,46,24,11,0,0,0,0,0,6,8,E,E,16
2040300010035,"1,556",828,475,14,31,51,47,66,170,73,D,D,452
2040300010054,73,39,21,0,0,0,0,0,16,0,D,D,20
2040400010028,342,185,94,0,6,0,7,22,83,27,D,D,149
2040500010044,704,385,179,0,14,15,16,34,102,77,D,D,260
2040500010059,93,53,26,0,0,0,0,3,12,11,D,D,28
2040500010063,54,32,14,0,0,0,0,4,6,5,D,D,19
2040500010078,22,13,8,0,0,0,0,3,3,0,D,D_MAS,8
2040500010082,189,105,55,0,0,0,0,12,30,23,D,D,68
2040800010027,63,35,20,0,0,0,0,3,17,6,D,D,28
2040900010039,"1,412",775,400,55,113,90,69,53,53,4,C+,C_MAS,437
2040900010043,"3,006","1,624",832,168,215,166,107,100,104,11,C+,C_MAS,871
2040900010058,"1,774",942,477,31,63,71,72,73,147,40,D,D,497
2040900010062,"2,017","1,082",567,30,81,87,83,83,154,46,D,D,564
2040900010077,20,10,5,0,0,0,0,0,4,0,D,D,6
2041000010082,375,194,96,0,0,0,9,16,45,60,E,E,132
2041100010022,768,402,209,3,5,14,21,28,93,49,D,D,213
2041100010037,57,32,17,0,0,0,0,0,13,6,D,D,22
2041200010068,"1,517",810,407,0,0,8,27,54,179,194,E,E,464
2041300010205,484,255,143,5,11,16,28,32,44,14,D,D,150
2041300010224,"3,239","1,673",937,4,19,39,83,119,459,194,D,D,917
2041300010281,509,265,145,0,11,21,31,31,54,17,D,D,166
2041300010370,147,82,46,0,0,0,10,4,19,6,D,D,43
2041300010385,87,43,25,0,0,0,3,9,8,3,D+,D_MAS,26
2041300010421,117,56,33,0,0,4,4,4,18,0,D,D,34
2041300010436,162,76,50,0,3,5,5,11,19,0,D,D,45
2041300010440,21,12,7,0,0,0,0,0,6,0,D,D,7
2041300010455,826,424,226,0,4,11,20,36,93,50,D,D,215
2041300010474,232,113,59,0,0,0,0,6,26,22,D,D,57
2041300780120,"1,425",757,482,24,84,99,82,95,141,13,D,D,538
2041300780135,649,344,233,9,59,81,45,51,18,0,C,C,263
